MSSubClass,MSZoning,LotFrontage,LotArea,Alley,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
90,RL,64,7018,NA,5,5,1979,1979,0,TA,0,0,0,0,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979,2,410,0,0,0,0,0,0,NA,NA,NA,0,6,2009,118964
20,RL,94,10402,NA,7,5,2009,2009,0,TA,0,0,1226,1226,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,3,740,0,36,0,0,0,0,NA,NA,NA,0,5,2010,198900
50,RM,NA,7758,NA,7,4,1931,1950,600,TA,224,0,816,1040,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951,1,240,0,0,0,0,184,0,NA,NA,NA,0,6,2007,169500
60,FV,75,9375,NA,8,5,2003,2004,768,Gd,0,0,1053,1053,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003,2,648,140,45,0,0,0,0,NA,NA,NA,0,8,2008,250000
30,RM,60,10800,Grvl,4,7,1885,1995,0,TA,0,0,641,641,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1954,1,273,0,0,0,0,0,0,NA,NA,Shed,450,8,2007,100000
20,RM,50,6000,NA,5,5,1948,1950,0,TA,104,169,516,789,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1948,1,250,0,0,0,0,0,0,NA,NA,NA,0,4,2008,115000
50,RM,85,8500,NA,5,7,1919,2005,0,TA,0,0,793,793,TA,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,NA,NA,NA,0,0,0,0,144,0,0,0,NA,NA,NA,0,8,2007,115000
20,RL,105,11751,NA,6,6,1977,1977,480,TA,705,0,1139,1844,Ex,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977,2,546,0,122,0,0,0,0,NA,MnPrv,NA,0,1,2010,190000
50,RL,75,9525,NA,6,4,1954,1972,0,TA,444,0,550,994,Gd,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,NA,Attchd,1954,1,325,182,0,0,0,0,0,NA,NA,NA,0,10,2006,136900
80,RL,NA,7750,NA,7,5,2000,2000,0,TA,250,0,134,384,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000,2,400,180,0,0,0,0,0,NA,NA,NA,0,4,2010,180000
60,RL,77,9965,NA,7,5,2007,2007,220,Gd,984,0,280,1264,Ex,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007,3,792,120,184,0,0,168,0,NA,NA,NA,0,10,2007,383970
20,RL,NA,21000,NA,6,5,1953,1953,184,TA,35,869,905,1809,TA,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953,2,450,166,120,192,0,0,0,NA,MnPrv,NA,0,10,2007,217000
70,RL,61,7259,NA,6,8,1945,2002,0,TA,774,150,104,1028,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945,1,180,224,0,0,0,0,0,NA,MnPrv,NA,0,7,2007,259500
160,FV,34,3230,Pave,6,5,1999,1999,1129,TA,419,0,310,729,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999,2,440,0,32,0,0,0,0,NA,NA,NA,0,6,2007,176000
20,RL,NA,11616,NA,5,5,1962,1962,116,TA,170,670,252,1092,TA,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962,1,288,0,20,144,0,0,0,NA,NA,NA,0,9,2009,139000
20,RL,74,8536,NA,5,5,2006,2007,0,TA,0,0,1125,1125,Gd,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,NA,Attchd,2007,2,430,80,64,0,0,0,0,NA,NA,NA,0,4,2007,155000
60,RL,90,12376,NA,7,5,1990,1990,0,TA,1470,0,203,1673,Gd,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990,3,594,367,0,0,0,0,0,NA,NA,NA,0,5,2010,320000
60,RL,65,8461,NA,6,5,2005,2006,0,Gd,0,0,728,728,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,2,390,0,24,0,0,0,0,NA,NA,NA,0,7,2006,163990
80,RL,NA,21453,NA,6,5,1969,1969,0,TA,938,0,0,938,Ex,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969,2,540,0,130,0,130,0,0,NA,NA,NA,0,10,2006,180000
50,RM,50,6060,NA,4,5,1939,1950,0,TA,0,0,732,732,Gd,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,1979,1,264,0,0,140,0,0,0,NA,MnPrv,NA,0,6,2007,100000
20,RL,75,9464,NA,6,7,1958,1958,135,TA,570,0,510,1080,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1958,1,288,0,0,0,0,130,0,NA,NA,NA,0,6,2008,136000
120,RL,55,7892,NA,6,5,1993,1993,0,Gd,300,0,899,1199,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1993,2,530,0,63,0,0,0,0,NA,NA,NA,0,3,2008,153900
20,RL,48,17043,NA,6,5,1979,1998,0,TA,0,0,1362,1362,TA,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1979,2,435,192,0,0,0,0,0,NA,NA,NA,0,1,2009,181000
190,RM,60,6780,NA,6,8,1935,1982,0,TA,490,0,30,520,Gd,N,SBrkr,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,53,0,0,0,0,0,NA,NA,NA,0,6,2006,84500
120,RL,NA,4928,NA,6,5,1976,1976,0,TA,120,0,958,1078,TA,Y,SBrkr,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1977,2,440,0,205,0,0,0,0,NA,NA,NA,0,2,2007,128000
45,RM,55,4388,NA,5,7,1930,1950,0,TA,116,0,556,672,Ex,Y,SBrkr,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,TA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,6,2007,87000
60,RL,69,7590,NA,6,5,1966,1966,266,TA,512,0,148,660,TA,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1966,2,453,188,108,0,0,0,0,NA,NA,NA,0,7,2006,155000
20,RL,69,8973,NA,5,7,1958,1991,85,TA,567,28,413,1008,TA,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,NA,2Types,1998,2,750,0,80,0,180,0,0,NA,MnWw,NA,0,7,2006,150000
60,RL,88,14200,NA,7,6,1966,1966,309,TA,445,0,479,924,Ex,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,1966,2,487,105,66,0,0,0,0,NA,GdPrv,NA,0,5,2006,226000
60,RL,NA,12224,NA,6,5,2000,2000,40,Gd,695,0,297,992,Ex,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000,2,390,24,48,0,0,0,0,NA,NA,NA,0,7,2009,244000
20,RL,75,7388,NA,5,6,1959,2002,0,TA,405,0,658,1063,Gd,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1974,2,624,0,0,0,0,0,0,NA,NA,NA,0,7,2007,150750
20,RL,NA,6853,NA,8,5,2001,2002,136,Gd,1005,0,262,1267,Ex,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2001,2,471,192,25,0,0,0,0,NA,NA,NA,0,6,2009,220000
20,RL,78,10335,NA,5,6,1968,1993,0,TA,570,0,891,1461,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968,2,440,0,96,180,0,0,0,NA,MnPrv,NA,0,7,2006,180000
20,RL,80,10400,NA,7,6,1970,1970,288,TA,0,0,1304,1304,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970,2,530,98,0,0,0,0,0,NA,MnPrv,NA,0,5,2008,174000
20,RL,NA,10355,NA,5,5,1967,1967,196,TA,695,0,519,1214,TA,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,1967,1,318,0,111,0,0,0,0,NA,NA,NA,0,7,2007,143000
90,RL,82,11070,NA,7,5,1988,1989,70,TA,0,0,1907,1907,Gd,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,NA,2Types,1989,3,766,0,0,0,0,0,0,NA,NA,NA,0,7,2006,171000
60,RL,73,9066,NA,8,5,1999,2000,320,Gd,668,0,336,1004,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999,3,660,224,106,0,0,0,0,NA,GdPrv,NA,0,12,2008,230000
60,RL,65,15426,NA,6,5,1997,1997,0,TA,821,0,107,928,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997,2,470,276,99,0,0,0,0,NA,MnPrv,NA,0,8,2009,231500
20,RL,70,10500,NA,4,5,1971,1971,0,TA,432,0,432,864,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,2010,115000
20,RL,78,11645,NA,7,5,2005,2005,0,Gd,1300,0,434,1734,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,2,660,160,24,0,0,0,0,NA,NA,NA,0,1,2006,260000
50,RL,71,8520,NA,5,4,1952,1952,0,TA,507,0,403,910,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,2000,2,720,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2010,166000
20,RL,78,10335,NA,7,5,1999,1999,183,Gd,679,0,811,1490,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,2,577,144,29,0,0,0,0,NA,NA,NA,0,6,2009,204000
90,RM,70,9100,NA,5,5,1963,1963,336,TA,1332,0,396,1728,TA,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,NA,Detchd,1963,2,504,0,0,0,0,0,0,NA,NA,NA,0,11,2006,125000
160,RM,24,2522,NA,6,5,2004,2006,50,Gd,0,0,970,970,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004,2,380,0,40,0,0,0,0,NA,NA,NA,0,4,2006,130000
30,RM,51,6120,NA,5,7,1931,1993,0,TA,209,0,506,715,TA,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1931,1,180,48,0,0,0,0,0,NA,NA,NA,0,11,2009,105000
60,RL,NA,9505,NA,7,5,2001,2001,180,Gd,0,0,884,884,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001,2,434,144,48,0,0,0,0,NA,NA,NA,0,5,2010,222500
20,RL,63,7500,NA,7,5,2004,2005,120,TA,680,0,400,1080,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,2008,141000
50,RM,NA,6240,NA,5,4,1936,1950,0,TA,0,0,896,896,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,NA,Detchd,1936,1,240,200,114,0,0,0,0,NA,NA,NA,0,4,2006,115000
20,RL,120,10356,NA,5,6,1975,1975,0,TA,716,0,253,969,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1975,2,440,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,122000
20,RL,107,13891,NA,8,5,2007,2008,436,Gd,1400,0,310,1710,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007,3,866,0,102,0,0,0,0,NA,NA,NA,0,1,2008,372402
60,RL,NA,14803,NA,6,5,1971,1971,252,TA,416,0,409,825,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971,2,495,0,66,0,0,0,0,NA,GdWo,NA,0,6,2006,190000
20,RL,NA,13500,NA,6,7,1960,1975,0,TA,429,1080,93,1602,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960,2,564,409,0,0,0,0,0,NA,NA,NA,0,3,2008,235000
30,RM,84,11340,NA,6,5,1923,1950,0,TA,0,0,1200,1200,TA,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1923,1,312,0,0,228,0,0,0,NA,NA,NA,0,3,2006,125000
50,RL,60,9600,NA,6,5,1924,1950,0,TA,0,0,572,572,Fa,N,FuseF,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,0,8,128,0,0,0,NA,NA,NA,0,4,2008,79000
20,RL,60,7200,NA,5,7,1950,1950,0,TA,0,0,0,0,TA,Y,FuseF,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950,2,625,0,0,0,0,0,0,NA,NA,NA,0,6,2006,109500
60,RL,92,12003,NA,8,5,2009,2010,84,Gd,0,0,774,774,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009,3,680,0,75,0,0,0,0,NA,NA,NA,0,5,2010,269500
60,FV,100,12552,NA,7,5,2004,2005,0,Gd,222,0,769,991,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,2,678,0,136,0,0,0,0,NA,GdWo,NA,0,5,2010,254900
60,RL,134,19378,NA,7,5,2005,2006,456,Gd,57,0,1335,1392,Ex,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2006,2,576,239,132,0,168,0,0,NA,NA,NA,0,3,2006,320000
20,RL,NA,11120,NA,6,6,1984,1984,0,TA,660,0,572,1232,TA,Y,SBrkr,1232,0,0,1232,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1984,2,516,0,0,0,0,0,0,NA,NA,NA,0,6,2008,162500
60,RL,110,13688,NA,9,5,2003,2004,664,Gd,1016,0,556,1572,Ex,Y,SBrkr,1572,1096,0,2668,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003,3,726,400,0,0,0,0,0,NA,NA,NA,0,3,2008,412500
20,RL,95,12182,NA,7,5,2005,2005,226,Gd,1201,0,340,1541,Ex,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005,2,532,0,70,0,0,0,0,NA,NA,NA,0,5,2010,220000
45,RL,55,5500,NA,4,6,1956,1956,0,TA,0,0,882,882,Ex,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,MnPrv,NA,0,4,2007,103200
40,RM,40,5400,Pave,6,7,1926,2004,0,TA,370,0,779,1149,Gd,Y,FuseA,1149,467,0,1616,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,1926,1,216,0,0,183,0,0,0,NA,NA,NA,0,10,2007,152000
190,RL,62,10106,NA,5,7,1940,1999,0,TA,351,181,112,644,Gd,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,TA,6,Typ,0,NA,NA,NA,0,0,140,0,0,0,0,0,NA,NA,NA,0,9,2008,127500
20,RL,NA,10708,NA,5,5,1955,1993,0,Gd,379,768,470,1617,Ex,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,1955,1,303,476,0,0,0,142,0,NA,GdWo,NA,0,11,2009,190000
60,RL,86,10562,NA,8,5,2007,2007,300,Gd,1288,0,294,1582,Ex,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007,3,789,178,120,0,0,0,0,NA,NA,NA,0,11,2007,325624
60,RL,62,8244,NA,7,5,2004,2004,0,Gd,0,0,840,840,Ex,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004,2,440,100,48,0,0,0,0,NA,NA,NA,0,5,2007,183500
20,RL,NA,16669,NA,8,6,1981,1981,653,Gd,0,0,1686,1686,TA,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981,2,511,574,64,0,0,0,0,NA,NA,NA,0,1,2006,228000
50,RM,NA,12358,NA,5,6,1941,1950,0,TA,360,0,360,720,TA,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,TA,7,Typ,0,NA,Detchd,1991,2,660,237,0,0,0,0,0,NA,NA,NA,0,5,2007,128500
20,RL,141,31770,NA,6,5,1960,1960,112,TA,639,0,441,1080,Fa,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960,2,528,210,62,0,0,0,0,NA,NA,NA,0,5,2010,215000
160,RL,44,5306,NA,7,7,1987,1987,0,Gd,495,215,354,1064,Gd,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987,2,504,441,35,0,0,0,0,NA,NA,NA,0,6,2006,239000
20,RL,80,10197,NA,6,5,1961,1961,491,TA,288,374,700,1362,TA,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961,2,504,0,20,0,0,0,0,NA,NA,NA,0,6,2008,163000
20,RL,47,12416,NA,6,5,1986,1986,132,TA,1398,208,0,1606,TA,Y,SBrkr,1651,0,0,1651,1,0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986,2,616,192,0,0,0,0,0,NA,NA,NA,0,11,2008,184000
20,RL,84,12615,NA,6,7,1950,2001,0,TA,477,0,725,1202,TA,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950,2,576,0,29,39,0,0,0,NA,MnPrv,NA,0,6,2007,243000
60,RL,97,10029,NA,6,5,1988,1989,268,Gd,831,0,320,1151,TA,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,1988,2,521,0,228,0,0,192,0,NA,NA,NA,0,9,2007,211000
50,RL,NA,13650,NA,5,5,1958,1958,0,Gd,57,441,554,1052,Ex,Y,SBrkr,1252,668,0,1920,1,0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1958,2,451,0,0,0,0,0,0,NA,NA,NA,0,7,2006,172500
20,RL,63,17423,NA,9,5,2008,2009,748,Ex,1904,0,312,2216,Ex,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009,3,1166,0,60,0,0,0,0,NA,NA,NA,0,7,2009,501837
30,RM,60,8520,NA,5,6,1923,2006,0,Gd,0,0,968,968,TA,Y,SBrkr,968,0,0,968,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1935,2,480,0,0,184,0,0,0,NA,NA,NA,0,7,2007,100000
160,FV,NA,2117,NA,6,5,2000,2000,456,Gd,436,0,320,756,Ex,Y,SBrkr,769,756,0,1525,0,0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,2000,2,440,0,0,0,0,0,0,NA,NA,NA,0,6,2007,177000
70,RL,54,7588,NA,7,6,1920,1950,0,TA,352,0,441,793,Gd,Y,SBrkr,901,901,0,1802,0,0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920,1,216,0,0,40,0,0,0,NA,NA,NA,0,7,2006,200100
20,RL,60,9060,NA,5,6,1957,2006,98,TA,0,0,0,0,Ex,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1957,1,252,116,0,0,180,0,0,NA,MnPrv,NA,0,6,2007,120000
50,RM,63,11426,NA,7,5,2003,2003,0,TA,0,0,1362,1362,Ex,Y,SBrkr,1362,720,0,2082,0,0,2,1,3,1,Gd,6,Mod,0,NA,Detchd,2003,2,484,280,238,0,0,0,0,NA,NA,NA,0,6,2008,200000
50,RL,92,7438,NA,5,8,1908,1991,0,TA,0,0,504,504,Gd,Y,SBrkr,936,316,0,1252,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1986,2,576,104,0,0,0,0,0,NA,MnPrv,NA,0,6,2006,127000
75,RM,90,22950,NA,10,9,1892,1993,0,Gd,0,0,1107,1107,Ex,Y,SBrkr,1518,1518,572,3608,0,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993,3,840,0,260,0,0,410,0,NA,GdPrv,NA,0,6,2006,475000
80,RL,NA,9947,NA,7,5,1990,1991,0,TA,611,0,577,1188,Ex,Y,SBrkr,1217,0,0,1217,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1990,2,497,168,27,0,0,0,0,NA,GdPrv,NA,0,6,2009,173000
50,RL,60,10410,NA,5,7,1916,1987,0,TA,0,0,660,660,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,NA,Detchd,1916,1,180,0,0,0,140,0,0,NA,MnPrv,NA,0,8,2009,135000
90,RL,64,7018,NA,5,5,1979,1979,275,TA,1086,0,0,1086,TA,Y,SBrkr,1224,0,0,1224,2,0,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979,2,528,120,0,0,0,0,0,NA,NA,NA,0,6,2009,153337
120,RL,41,4923,NA,8,5,2001,2002,0,Gd,1153,0,440,1593,Ex,Y,SBrkr,1593,0,0,1593,1,0,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,2001,2,682,0,120,0,0,224,0,NA,NA,NA,0,8,2008,286000
70,RL,70,10570,NA,8,8,1932,1994,0,Gd,297,0,556,853,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932,2,440,0,74,0,0,0,0,NA,NA,NA,0,12,2007,315000
60,RL,NA,7472,NA,7,9,1972,2004,138,TA,626,0,99,725,Gd,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,Gd,7,Typ,0,NA,Attchd,1972,2,484,0,32,0,0,0,0,NA,NA,NA,0,6,2007,184000
20,RL,68,9017,NA,7,5,1999,1999,0,Gd,560,0,871,1431,Ex,Y,SBrkr,1431,0,0,1431,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,2,666,0,35,0,0,0,0,NA,NA,NA,0,9,2009,192000
160,RM,24,2522,NA,7,5,2004,2004,50,Gd,0,0,970,970,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004,2,380,0,40,0,0,0,0,NA,NA,NA,0,5,2006,130000
20,RL,60,7180,NA,5,7,1972,1972,0,TA,390,0,474,864,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1989,1,352,0,0,0,0,0,0,NA,NA,NA,0,5,2008,127000
160,RL,24,2280,NA,6,6,1976,1976,0,TA,566,0,289,855,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976,2,440,87,0,0,0,0,0,NA,NA,NA,0,7,2009,148500
20,RL,79,9416,NA,7,5,2007,2007,205,Ex,1126,0,600,1726,Ex,Y,SBrkr,1726,0,0,1726,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,3,786,171,138,0,0,266,0,NA,NA,NA,0,9,2007,311872
75,RL,174,25419,NA,8,4,1918,1990,0,Gd,1036,184,140,1360,Gd,Y,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918,2,795,0,16,552,0,0,512,Ex,GdPrv,NA,0,3,2006,235000
75,RM,92,5520,NA,6,6,1912,1950,0,TA,0,0,755,755,Ex,Y,SBrkr,929,929,371,2229,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,NA,0,0,0,198,30,0,0,0,NA,MnPrv,NA,0,7,2009,104000
20,RL,76,9591,NA,8,5,2004,2005,262,Gd,1088,0,625,1713,Ex,Y,SBrkr,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2004,3,856,0,26,0,0,170,0,NA,NA,NA,0,1,2009,274900
20,RM,80,8546,NA,4,5,2003,2004,0,TA,0,0,1121,1121,Ex,Y,SBrkr,1121,0,0,1121,0,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,2003,2,440,132,64,0,0,0,0,NA,NA,NA,0,3,2010,140000
20,RL,75,10125,NA,6,6,1977,1977,0,TA,641,279,276,1196,TA,Y,SBrkr,1279,0,0,1279,0,1,2,0,3,1,TA,6,Typ,2,Fa,Detchd,1980,2,473,238,83,0,0,0,0,NA,MnPrv,NA,0,2,2008,171500
50,RL,50,7000,NA,6,6,1924,1950,0,TA,617,0,0,617,Gd,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,TA,6,Min1,0,NA,Attchd,1924,1,398,0,0,126,0,0,0,NA,NA,NA,0,5,2006,112000
120,RM,NA,4438,NA,6,5,2004,2004,205,Gd,662,0,186,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004,2,420,149,0,0,0,0,0,NA,NA,NA,0,1,2008,149000
50,RM,50,3500,Grvl,5,7,1947,1950,0,TA,312,0,408,720,TA,Y,SBrkr,720,564,0,1284,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1948,1,240,0,35,0,0,0,0,NA,MnWw,NA,0,4,2009,110000
20,RL,99,11851,NA,7,5,1990,1990,0,TA,0,0,1424,1424,Ex,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,TA,5,Typ,0,NA,Attchd,1990,2,500,0,34,0,508,0,0,NA,NA,NA,0,5,2009,180500
